rank_data,instance_id,axis,qerr_data,plan_change_data,x1_data,x2_data,source_root_data,source_label_data,rank_selectivity,qerr_selectivity,plan_change_selectivity,x1_selectivity,x2_selectivity,source_root_selectivity,source_label_selectivity,qerr_delta,qerr_ratio,prefer,absolute_improvement,relative_improvement,plan_change_agreement
55,25,1,1.198851,False,2667.760000,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,50,1.173277,False,2890.214500,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.025573,1.021797,selectivity-space sampling,0.025573,0.021797,True
56,146,2,1.198322,False,6333.740000,35583.833333,gt_results_sf1_qt8_10x10_m0,data-space sampling,36,1.209158,False,6136.231500,25930.880000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.010836,0.991039,data-space sampling,0.010836,0.009042,True
57,139,2,1.194971,True,5111.746667,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,46,1.181719,False,5091.417000,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.013252,1.011214,selectivity-space sampling,0.013252,0.011214,False
58,118,2,1.194720,False,2667.760000,24022.888889,gt_results_sf1_qt8_10x10_m0,data-space sampling,63,1.150606,False,2890.214500,18739.100000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.044115,1.038340,selectivity-space sampling,0.044115,0.038340,True
59,27,1,1.194180,False,2667.760000,81827.611111,gt_results_sf1_qt8_10x10_m0,data-space sampling,60,1.152397,False,2890.214500,55158.940000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.041783,1.036258,selectivity-space sampling,0.041783,0.036258,True
60,128,2,1.192508,False,3889.753333,35583.833333,gt_results_sf1_qt8_10x10_m0,data-space sampling,39,1.197624,False,3963.788000,25930.880000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.005117,0.995728,data-space sampling,0.005117,0.004291,True
61,120,2,1.188486,False,2667.760000,47144.777778,gt_results_sf1_qt8_10x10_m0,data-space sampling,104,1.086744,False,2890.214500,33132.840000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.101742,1.093621,selectivity-space sampling,0.101742,0.093621,True
62,54,1,1.185006,True,6333.740000,47144.777778,gt_results_sf1_qt8_10x10_m0,data-space sampling,89,1.104428,False,6136.231500,33132.840000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.080578,1.072959,selectivity-space sampling,0.080578,0.072959,False
63,12,1,1.183054,False,1445.766667,24022.888889,gt_results_sf1_qt8_10x10_m0,data-space sampling,100,1.091901,False,1770.717500,18739.100000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.091153,1.083481,selectivity-space sampling,0.091153,0.083481,True
64,45,1,1.182729,True,5111.746667,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,58,1.158709,True,5091.417000,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.024020,1.020730,selectivity-space sampling,0.024020,0.020730,True
65,59,1,1.176598,False,6333.740000,104949.500000,gt_results_sf1_qt8_10x10_m0,data-space sampling,105,1.085909,False,6136.231500,79511.310000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.090689,1.083515,selectivity-space sampling,0.090689,0.083515,True
66,40,1,1.174419,False,5111.746667,901.000000,gt_results_sf1_qt8_10x10_m0,data-space sampling,179,1.002107,False,5091.417000,4285.170000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.172312,1.171950,selectivity-space sampling,0.172312,0.171950,True
67,36,1,1.172325,False,3889.753333,70266.666667,gt_results_sf1_qt8_10x10_m0,data-space sampling,167,1.014619,False,3963.788000,47521.750000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.157706,1.155434,selectivity-space sampling,0.157706,0.155434,True
68,119,2,1.169353,False,2667.760000,35583.833333,gt_results_sf1_qt8_10x10_m0,data-space sampling,44,1.183693,False,2890.214500,25930.880000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.014340,0.987885,data-space sampling,0.014340,0.012263,True
69,129,2,1.166413,False,3889.753333,47144.777778,gt_results_sf1_qt8_10x10_m0,data-space sampling,34,1.215459,False,3963.788000,33132.840000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.049046,0.959648,data-space sampling,0.049046,0.042049,True
70,43,1,1.166281,True,5111.746667,35583.833333,gt_results_sf1_qt8_10x10_m0,data-space sampling,114,1.076464,True,5091.417000,25930.880000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.089817,1.083438,selectivity-space sampling,0.089817,0.083438,True
71,64,1,1.161167,True,7555.733333,47144.777778,gt_results_sf1_qt8_10x10_m0,data-space sampling,53,1.164443,False,7270.635000,33132.840000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.003276,0.997187,data-space sampling,0.003276,0.002821,False
72,110,2,1.160394,False,1445.766667,35583.833333,gt_results_sf1_qt8_10x10_m0,data-space sampling,54,1.163942,False,1770.717500,25930.880000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.003548,0.996952,data-space sampling,0.003548,0.003058,True
73,93,2,1.159213,False,-998.220000,47144.777778,gt_results_sf1_qt8_10x10_m0,data-space sampling,121,1.071547,False,-453.163000,33132.840000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.087666,1.081812,selectivity-space sampling,0.087666,0.081812,True
74,33,1,1.159077,False,3889.753333,35583.833333,gt_results_sf1_qt8_10x10_m0,data-space sampling,96,1.095159,False,3963.788000,25930.880000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.063918,1.058364,selectivity-space sampling,0.063918,0.058364,True
75,63,1,1.157141,False,7555.733333,35583.833333,gt_results_sf1_qt8_10x10_m0,data-space sampling,55,1.163177,False,7270.635000,25930.880000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.006036,0.994811,data-space sampling,0.006036,0.005216,True
76,65,1,1.151034,False,7555.733333,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,101,1.091364,False,7270.635000,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.059670,1.054675,selectivity-space sampling,0.059670,0.054675,True
77,50,1,1.148515,False,6333.740000,901.000000,gt_results_sf1_qt8_10x10_m0,data-space sampling,176,1.004377,True,6136.231500,4285.170000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.144138,1.143510,selectivity-space sampling,0.144138,0.143510,False
78,130,2,1.144609,False,3889.753333,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,132,1.056779,False,3963.788000,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.087830,1.083111,selectivity-space sampling,0.087830,0.083111,True
79,132,2,1.143675,True,3889.753333,81827.611111,gt_results_sf1_qt8_10x10_m0,data-space sampling,110,1.078376,False,3963.788000,55158.940000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.065299,1.060553,selectivity-space sampling,0.065299,0.060553,False
80,42,1,1.140095,True,5111.746667,24022.888889,gt_results_sf1_qt8_10x10_m0,data-space sampling,151,1.031325,True,5091.417000,18739.100000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.108770,1.105466,selectivity-space sampling,0.108770,0.105466,True
81,166,2,1.138705,False,8777.726667,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,59,1.152959,True,8347.116500,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.014254,0.987637,data-space sampling,0.014254,0.012518,False
82,58,1,1.137784,False,6333.740000,93388.555556,gt_results_sf1_qt8_10x10_m0,data-space sampling,12,1.304948,False,6136.231500,64719.730000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.167164,0.871900,data-space sampling,0.167164,0.146921,True
83,34,1,1.137550,False,3889.753333,47144.777778,gt_results_sf1_qt8_10x10_m0,data-space sampling,30,1.224871,False,3963.788000,33132.840000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.087320,0.928710,data-space sampling,0.087320,0.076762,True
84,148,2,1.136705,True,6333.740000,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,38,1.198856,False,6136.231500,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.062151,0.948158,data-space sampling,0.062151,0.054676,False
85,32,1,1.136571,False,3889.753333,24022.888889,gt_results_sf1_qt8_10x10_m0,data-space sampling,108,1.082420,False,3963.788000,18739.100000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.054152,1.050028,selectivity-space sampling,0.054152,0.050028,True
86,100,2,1.133450,False,223.773333,24022.888889,gt_results_sf1_qt8_10x10_m0,data-space sampling,115,1.076416,False,654.570500,18739.100000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.057034,1.052985,selectivity-space sampling,0.057034,0.052985,True
87,138,2,1.133010,False,5111.746667,47144.777778,gt_results_sf1_qt8_10x10_m0,data-space sampling,139,1.047651,False,5091.417000,33132.840000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.085359,1.081476,selectivity-space sampling,0.085359,0.081476,True
88,44,1,1.132882,True,5111.746667,47144.777778,gt_results_sf1_qt8_10x10_m0,data-space sampling,111,1.077765,True,5091.417000,33132.840000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.055118,1.051141,selectivity-space sampling,0.055118,0.051141,True
89,66,1,1.132783,False,7555.733333,70266.666667,gt_results_sf1_qt8_10x10_m0,data-space sampling,107,1.082571,True,7270.635000,47521.750000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.050212,1.046382,selectivity-space sampling,0.050212,0.046382,False
90,175,2,1.131686,False,9999.720000,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,147,1.038639,True,9449.346500,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.093046,1.089585,selectivity-space sampling,0.093046,0.089585,False
91,55,1,1.127226,True,6333.740000,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,79,1.120444,False,6136.231500,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.006782,1.006053,selectivity-space sampling,0.006782,0.006053,False
92,98,2,1.127192,False,-998.220000,104949.500000,gt_results_sf1_qt8_10x10_m0,data-space sampling,150,1.032218,False,-453.163000,79511.310000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.094974,1.092010,selectivity-space sampling,0.094974,0.092010,True
93,157,2,1.126786,False,7555.733333,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,78,1.123617,False,7270.635000,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.003169,1.002820,selectivity-space sampling,0.003169,0.002820,True
94,47,1,1.126036,True,5111.746667,81827.611111,gt_results_sf1_qt8_10x10_m0,data-space sampling,32,1.223241,True,5091.417000,55158.940000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.097205,0.920535,data-space sampling,0.097205,0.086325,True
95,51,1,1.125331,False,6333.740000,12461.944444,gt_results_sf1_qt8_10x10_m0,data-space sampling,49,1.177324,False,6136.231500,11531.250000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.051992,0.955839,data-space sampling,0.051992,0.046202,True
96,73,1,1.125145,True,8777.726667,35583.833333,gt_results_sf1_qt8_10x10_m0,data-space sampling,135,1.055555,False,8347.116500,25930.880000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.069590,1.065927,selectivity-space sampling,0.069590,0.065927,False
97,48,1,1.124313,True,5111.746667,93388.555556,gt_results_sf1_qt8_10x10_m0,data-space sampling,56,1.163155,True,5091.417000,64719.730000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.038842,0.966606,data-space sampling,0.038842,0.034548,True
98,112,2,1.123227,False,1445.766667,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,84,1.111999,False,1770.717500,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.011228,1.010097,selectivity-space sampling,0.011228,0.010097,True
99,176,2,1.117088,False,9999.720000,70266.666667,gt_results_sf1_qt8_10x10_m0,data-space sampling,180,1.001582,False,9449.346500,47521.750000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.115506,1.115324,selectivity-space sampling,0.115506,0.115324,True
100,23,1,1.114083,False,2667.760000,35583.833333,gt_results_sf1_qt8_10x10_m0,data-space sampling,11,1.306272,False,2890.214500,25930.880000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.192189,0.852872,data-space sampling,0.192189,0.172508,True
101,67,1,1.113833,False,7555.733333,81827.611111,gt_results_sf1_qt8_10x10_m0,data-space sampling,98,1.093070,False,7270.635000,55158.940000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.020763,1.018995,selectivity-space sampling,0.020763,0.018995,True
102,87,1,1.112407,True,9999.720000,81827.611111,gt_results_sf1_qt8_10x10_m0,data-space sampling,117,1.074524,False,9449.346500,55158.940000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.037883,1.035256,selectivity-space sampling,0.037883,0.035256,False
103,109,2,1.112098,False,1445.766667,24022.888889,gt_results_sf1_qt8_10x10_m0,data-space sampling,87,1.107506,False,1770.717500,18739.100000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.004591,1.004146,selectivity-space sampling,0.004591,0.004146,True
104,96,2,1.107116,False,-998.220000,81827.611111,gt_results_sf1_qt8_10x10_m0,data-space sampling,124,1.063286,False,-453.163000,55158.940000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.043830,1.041221,selectivity-space sampling,0.043830,0.041221,True
105,22,1,1.105548,False,2667.760000,24022.888889,gt_results_sf1_qt8_10x10_m0,data-space sampling,17,1.284476,False,2890.214500,18739.100000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.178928,0.860700,data-space sampling,0.178928,0.161845,True
106,91,2,1.105393,False,-998.220000,24022.888889,gt_results_sf1_qt8_10x10_m0,data-space sampling,127,1.062117,False,-453.163000,18739.100000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.043276,1.040745,selectivity-space sampling,0.043276,0.040745,True
107,165,2,1.104524,True,8777.726667,47144.777778,gt_results_sf1_qt8_10x10_m0,data-space sampling,23,1.252941,False,8347.116500,33132.840000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.148416,0.881546,data-space sampling,0.148416,0.134371,False
108,10,1,1.104396,True,1445.766667,901.000000,gt_results_sf1_qt8_10x10_m0,data-space sampling,136,1.054582,True,1770.717500,4285.170000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.049814,1.047236,selectivity-space sampling,0.049814,0.047236,True
109,31,1,1.104238,False,3889.753333,12461.944444,gt_results_sf1_qt8_10x10_m0,data-space sampling,165,1.015310,False,3963.788000,11531.250000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.088928,1.087587,selectivity-space sampling,0.088928,0.087587,True
110,62,1,1.101875,False,7555.733333,24022.888889,gt_results_sf1_qt8_10x10_m0,data-space sampling,62,1.151344,False,7270.635000,18739.100000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.049469,0.957033,data-space sampling,0.049469,0.044896,True
111,86,1,1.101333,True,9999.720000,70266.666667,gt_results_sf1_qt8_10x10_m0,data-space sampling,131,1.057662,False,9449.346500,47521.750000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.043671,1.041290,selectivity-space sampling,0.043671,0.041290,False
112,167,2,1.101173,False,8777.726667,70266.666667,gt_results_sf1_qt8_10x10_m0,data-space sampling,143,1.044350,False,8347.116500,47521.750000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.056823,1.054410,selectivity-space sampling,0.056823,0.054410,True
113,57,1,1.100657,False,6333.740000,81827.611111,gt_results_sf1_qt8_10x10_m0,data-space sampling,68,1.141944,True,6136.231500,55158.940000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.041287,0.963845,data-space sampling,0.041287,0.037512,False
114,102,2,1.099978,False,223.773333,47144.777778,gt_results_sf1_qt8_10x10_m0,data-space sampling,83,1.114103,False,654.570500,33132.840000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.014125,0.987321,data-space sampling,0.014125,0.012842,True
115,56,1,1.099269,False,6333.740000,70266.666667,gt_results_sf1_qt8_10x10_m0,data-space sampling,103,1.087109,True,6136.231500,47521.750000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.012160,1.011186,selectivity-space sampling,0.012160,0.011186,False
116,69,1,1.095624,False,7555.733333,104949.500000,gt_results_sf1_qt8_10x10_m0,data-space sampling,119,1.073963,False,7270.635000,79511.310000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.021660,1.020169,selectivity-space sampling,0.021660,0.020169,True
117,101,2,1.094233,False,223.773333,35583.833333,gt_results_sf1_qt8_10x10_m0,data-space sampling,82,1.114513,False,654.570500,25930.880000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.020279,0.981804,data-space sampling,0.020279,0.018533,True
118,49,1,1.092853,True,5111.746667,104949.500000,gt_results_sf1_qt8_10x10_m0,data-space sampling,155,1.024182,True,5091.417000,79511.310000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.068671,1.067050,selectivity-space sampling,0.068671,0.067050,True
119,84,1,1.092377,True,9999.720000,47144.777778,gt_results_sf1_qt8_10x10_m0,data-space sampling,31,1.224210,True,9449.346500,33132.840000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.131833,0.892312,data-space sampling,0.131833,0.120685,True
120,122,2,1.091268,False,2667.760000,70266.666667,gt_results_sf1_qt8_10x10_m0,data-space sampling,22,1.253126,False,2890.214500,47521.750000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.161859,0.870836,data-space sampling,0.161859,0.148322,True
121,68,1,1.087475,False,7555.733333,93388.555556,gt_results_sf1_qt8_10x10_m0,data-space sampling,168,1.013977,False,7270.635000,64719.730000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.073497,1.072484,selectivity-space sampling,0.073497,0.072484,True
122,85,1,1.085643,True,9999.720000,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,91,1.102826,False,9449.346500,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.017183,0.984420,data-space sampling,0.017183,0.015827,False
123,140,2,1.084017,True,5111.746667,70266.666667,gt_results_sf1_qt8_10x10_m0,data-space sampling,47,1.178152,False,5091.417000,47521.750000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.094135,0.920100,data-space sampling,0.094135,0.086839,False
124,52,1,1.083634,False,6333.740000,24022.888889,gt_results_sf1_qt8_10x10_m0,data-space sampling,133,1.056068,False,6136.231500,18739.100000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.027567,1.026103,selectivity-space sampling,0.027567,0.026103,True
125,89,1,1.081436,True,9999.720000,104949.500000,gt_results_sf1_qt8_10x10_m0,data-space sampling,160,1.020825,False,9449.346500,79511.310000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.060611,1.059374,selectivity-space sampling,0.060611,0.059374,False
126,97,2,1.079773,False,-998.220000,93388.555556,gt_results_sf1_qt8_10x10_m0,data-space sampling,146,1.040768,False,-453.163000,64719.730000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.039005,1.037477,selectivity-space sampling,0.039005,0.037477,True
127,114,2,1.078320,False,1445.766667,81827.611111,gt_results_sf1_qt8_10x10_m0,data-space sampling,126,1.062858,False,1770.717500,55158.940000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.015462,1.014548,selectivity-space sampling,0.015462,0.014548,True
128,88,1,1.074014,True,9999.720000,93388.555556,gt_results_sf1_qt8_10x10_m0,data-space sampling,77,1.126961,False,9449.346500,64719.730000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.052947,0.953018,data-space sampling,0.052947,0.049298,False
129,121,2,1.073215,False,2667.760000,58705.722222,gt_results_sf1_qt8_10x10_m0,data-space sampling,153,1.025590,False,2890.214500,40321.260000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.047625,1.046437,selectivity-space sampling,0.047625,0.046437,True
130,72,1,1.067979,False,8777.726667,24022.888889,gt_results_sf1_qt8_10x10_m0,data-space sampling,142,1.045349,False,8347.116500,18739.100000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.022630,1.021648,selectivity-space sampling,0.022630,0.021648,True
131,61,1,1.065302,False,7555.733333,12461.944444,gt_results_sf1_qt8_10x10_m0,data-space sampling,116,1.075255,False,7270.635000,11531.250000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.009953,0.990744,data-space sampling,0.009953,0.009343,True
132,53,1,1.064469,False,6333.740000,35583.833333,gt_results_sf1_qt8_10x10_m0,data-space sampling,158,1.021528,False,6136.231500,25930.880000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.042941,1.042036,selectivity-space sampling,0.042941,0.042036,True
133,150,2,1.060522,False,6333.740000,81827.611111,gt_results_sf1_qt8_10x10_m0,data-space sampling,86,1.109271,True,6136.231500,55158.940000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.048749,0.956053,data-space sampling,0.048749,0.045967,False
134,78,1,1.059385,False,8777.726667,93388.555556,gt_results_sf1_qt8_10x10_m0,data-space sampling,166,1.015220,False,8347.116500,64719.730000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.044166,1.043504,selectivity-space sampling,0.044166,0.043504,True
135,141,2,1.059185,False,5111.746667,81827.611111,gt_results_sf1_qt8_10x10_m0,data-space sampling,134,1.056005,True,5091.417000,55158.940000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,0.003181,1.003012,selectivity-space sampling,0.003181,0.003012,False
136,106,2,1.058428,False,223.773333,93388.555556,gt_results_sf1_qt8_10x10_m0,data-space sampling,128,1.061323,False,654.570500,64719.730000,gt_results_sf1_qt8_10x10_m1,selectivity-space sampling,-0.002895,0.997272,data-space sampling,0.002895,0.002735,True
